"ProbeID","SampleVar","LogVarRatio","DiffLevene","t","P.Value","Adj.P.Value","Bonferroni","chr","pos","strand","Type","UCSC_RefGene_Name","DMR","Enhancer","DHS","DMR_Overlap","DMB_Overlap"
"cg05781820",0.0423561132193443,0.0268474142304908,0.00260385445893154,4.04722153558642,0.000106350880066841,0.0303026220136064,1,"chr11",65090854,"+","II","","",TRUE,NA,"",""
"cg15462203",0.0747725746470589,0.0325610808401212,0.00538110276132956,4.04704800528249,0.000106417959604477,0.0303026220136064,1,"chr1",1277499,"+","II","DVL1","",NA,NA,"",""
"cg21325732",0.035741653698791,0.0296167822750311,0.00260105834708778,4.04688741113362,0.000106480074701395,0.0303026220136064,1,"chr17",16256937,"+","II","CENPV","",NA,TRUE,"",""
"cg06002066",0.124420020025205,0.0250381235791716,0.00802571538044997,4.04462263521165,0.000107359761299985,0.0305316316700889,1,"chr2",173337636,"-","II","ITGA6","",NA,NA,"",""
"cg18438461",0.0436209153445642,0.0211309185033954,0.00257191196332464,4.04401338376372,0.000107597593876951,0.0305779146741406,1,"chr2",1606016,"+","I","","",NA,NA,"",""
"cg01255913",0.177057641379639,0.0245256123286229,0.0101567692548034,4.04131203262097,0.000108658213600581,0.0308577960703725,1,"chr5",176074484,"-","I","TSPAN17","",TRUE,NA,"",""
"cg14906638",0.127611255335963,0.0264280973645415,0.0074610048065114,4.04102825203083,0.000108770212988635,0.0308680768694807,1,"chr18",78001859,"-","I","PARD6G","",NA,NA,"",""
"cg11469587",0.0319008910199944,0.0310382662574373,0.00196746598911927,4.03962576645755,0.000109325357150729,0.0310040165539136,1,"chr17",74639849,"-","II","ST6GALNAC1","",NA,NA,"",""
"cg14438885",0.034250229508859,0.0301527198125952,0.00238735750089254,4.03907779644134,0.000109542996396336,0.031044119273097,1,"chr17",59475396,"+","I","","DMR",NA,NA,"",""
"cg08382220",0.0239921695153315,0.0191793729426553,0.00171870157815821,4.03885768891852,0.000109630534149002,0.0310473215280762,1,"chr16",70834335,"-","II","VAC14","",NA,NA,"",""
"cg24755910",0.134256072400686,0.027720584264023,0.00795378534683772,4.03819105129894,0.000109896068146347,0.0311008927644103,1,"chr7",89874846,"-","II","C7orf63","",NA,NA,"",""
"cg24951864",0.0350877673482738,0.0253198052400548,0.0020667053168185,4.03712934201187,0.000110320239448033,0.0311947879525941,1,"chr20",35580555,"+","II","SAMHD1","",NA,NA,"",""
"cg00344719",0.0178218193736354,0.0228000698552669,0.000895143845946263,4.0369774511508,0.000110381050630187,0.0311947879525941,1,"chr18",77474091,"+","II","CTDP1","",NA,NA,"",""
"cg10935312",0.151548904106686,0.0336448514888731,0.0135850473827731,4.03617730686273,0.000110701927959812,0.0312637752040789,1,"chr17",79624437,"+","II","PDE6G","",NA,NA,"",""
"cg09527731",0.0386410460315057,0.0226214725037358,0.00204762991823765,4.0357646620403,0.00011086775777183,0.0312889095930409,1,"chr5",132097228,"+","I","SEPT8","",NA,NA,"",""
"cg10591943",0.14173512354362,0.0315955309708887,0.00985580478488975,4.03529582284879,0.000111056459349683,0.0313105835241039,1,"chr17",28447544,"+","II","CCDC55","",NA,NA,"",""
"cg14753458",0.11773143469454,0.0283462221312678,0.00717320285155526,4.03513262706486,0.000111122215683258,0.0313105835241039,1,"chr3",48751128,"-","I","IP6K2","",NA,NA,"",""
"cg26169700",0.166925028581879,0.036417605759815,0.0156925654897621,4.03500117123258,0.000111175210197044,0.0313105835241039,1,"chr22",42538906,"+","II","CYP2D7P1","",NA,NA,"",""
"cg10243459",0.170755153823923,0.0325480328884972,0.0104800123026482,4.03461020673908,0.000111332965040219,0.0313333434802653,1,"chr7",157584081,"-","I","PTPRN2","",NA,NA,"Yes",""
"cg17066527",0.0135244624127657,0.0263080664397251,0.00081200271462325,4.03377251420459,0.000111671697967111,0.0314069709612047,1,"chr10",132999647,"-","II","TCERG1L","",NA,NA,"",""
"cg26896912",0.0641517352524146,0.0252786496429285,0.00431482411770633,4.03311811078053,0.000111937002232675,0.0314598597144492,1,"chr5",35229788,"+","II","PRLR","",TRUE,TRUE,"",""
"cg11439192",0.0848238024995571,0.0261696828703813,0.00532576445651364,4.03289625613198,0.000112027082214979,0.0314634627505589,1,"chr6",32806182,"+","II","TAP2","",NA,NA,"",""
"cg10796078",0.152551111455325,0.0253708399749196,0.00877401045786551,4.03249913362729,0.000112188499965474,0.0314870826426186,1,"chr14",59105384,"-","I","DACT1","",NA,TRUE,"",""
"cg07538777",0.0723111979973432,0.0238360892202978,0.00417588246482227,4.03223166382333,0.000112297343573891,0.031495159644921,1,"chr19",5717584,"+","II","LONP1","",NA,NA,"",""
"cg01098237",0.110609310099314,0.0171382675349153,0.00634512461764209,4.03204846106383,0.000112371954110883,0.031495159644921,1,"chr11",65601417,"+","I","SNX32","DMR",NA,TRUE,"",""
"cg25058438",0.0455089514071061,0.0267186219176526,0.00279923825280946,4.03146639729351,0.000112609318781181,0.0315399804606376,1,"chr8",1913086,"+","I","","",NA,NA,"",""
"cg22435335",0.0674705863730786,0.021662328814195,0.00387905811232946,4.03127227593657,0.000112688587941106,0.0315404902004976,1,"chr2",242841392,"-","II","","",TRUE,NA,"",""
"cg24964061",0.0895486196502298,0.0254085683625598,0.00616773883697116,4.03005340401906,0.000113187535670835,0.0316515372659247,1,"chr15",35264425,"+","II","","",NA,NA,"",""
"cg22789254",0.0179357722303944,0.0201765150821673,0.00101431992719789,4.02992363058247,0.000113240783213017,0.0316515372659247,1,"chr1",36550824,"+","I","TEKT2","",NA,TRUE,"",""
"cg04260368",0.0343415082530715,0.0372281892535132,0.00310449090739574,4.03136728608904,0.000114183846075944,0.0318932398215456,1,"chr19",1401775,"+","II","GAMT","DMR",NA,TRUE,"",""
"cg16509158",0.0532313596422275,0.0294090047569559,0.00354842479495817,4.02739316406588,0.000114283872669514,0.0318992999244726,1,"chr11",95894040,"+","II","MAML2","",TRUE,NA,"",""
"cg11234708",0.132689321515428,0.0239476851060302,0.00828239442438044,4.02711307542352,0.000114399892936151,0.0319098128761719,1,"chr7",100493365,"-","I","ACHE","",NA,NA,"",""
"cg21287489",0.0301342928275343,0.0258463313479782,0.0017699185826571,4.02670327784361,0.000114569845512699,0.0319233969729068,1,"chr12",133758187,"+","II","ZNF268","",NA,NA,"",""
"cg08550615",0.163336112269851,0.030332532772265,0.0109356684277661,4.02661768787935,0.000114605372185978,0.0319233969729068,1,"chr7",39989867,"-","I","CDK13","",NA,NA,"",""
"cg07058484",0.0264363863339038,0.0266591682195041,0.00174191259437652,4.02629112946233,0.00011474101700728,0.0319393345912929,1,"chr16",1976617,"+","II","","",NA,NA,"",""
"cg21451816",0.0335465839881321,0.0260262049939062,0.00212249736922419,4.02545691606107,0.000115088228731904,0.0320141020198152,1,"chr7",1468848,"-","I","","",TRUE,TRUE,"",""
"cg04167854",0.0890595190095297,0.028436642311246,0.00630544648033243,4.02417375003495,0.00011562426688816,0.0321412573868951,1,"chr11",18031127,"-","II","SERGEF","",NA,NA,"",""
"cg16438358",0.308385943689078,0.0218847308935235,0.0168172708834741,4.02258484674531,0.000116291341044935,0.0323046398488953,1,"chr5",145826879,"-","I","TCERG1","",NA,NA,"",""
"cg00157864",0.042278312772549,0.0248161834089854,0.00229131322866147,4.02181704283048,0.000116615010373199,0.0323724699655025,1,"chr12",7865851,"+","II","DPPA3","",NA,NA,"",""
"cg13568311",0.130871535476688,0.0243600339405558,0.00880055958311438,4.02040326449307,0.000117213250564822,0.0325163769572675,1,"chr13",47317345,"-","II","LRCH1","",TRUE,NA,"",""
"cg09427370",0.0919948328677054,0.0282267206945579,0.00614011721750063,4.01966765199127,0.000117525686705656,0.0325606513907654,1,"chr15",40633816,"-","II","C15orf52","",NA,NA,"",""
"cg06095047",0.0203053487172103,0.0249018502586946,0.00122940294428337,4.01965102679151,0.000117532757125204,0.0325606513907654,1,"chr16",31447114,"+","I","ZNF843","",NA,NA,"",""
"cg00308659",0.0907787499048331,0.0302750932443734,0.00631027234999946,4.01935629820759,0.000117658167929872,0.0325732358707879,1,"chr16",84871952,"+","I","CRISPLD2","",TRUE,TRUE,"",""
"cg11444072",0.187883068676411,0.0264610319202687,0.0116679981491594,4.01825619719334,0.000118127408279896,0.0326809265457289,1,"chr2",9427798,"-","I","ASAP2","",TRUE,TRUE,"",""
"cg14137625",0.0369259476639901,0.0296639569294372,0.00270892728834817,4.01769512116004,0.000118367421122203,0.0327007373968697,1,"chr9",136776390,"+","I","VAV2","",NA,NA,"",""
"cg22153994",0.0462981390331834,0.0268608665537172,0.00308625898526678,4.01763224467696,0.000118394347036827,0.0327007373968697,1,"chr17",43484399,"-","II","ARHGAP27","",NA,NA,"",""
"cg15906794",0.232881080683434,0.02745835122279,0.0188537677047915,4.0175258772257,0.000118439910668088,0.0327007373968697,1,"chr17",7197963,"+","I","YBX2","",NA,TRUE,"",""
"cg08939371",0.247620285617605,0.0229239978712228,0.0148379842135252,4.01665381067651,0.000118814103589087,0.0327628015326556,1,"chr15",91473059,"-","II","UNC45A","",NA,NA,"Yes",""
"cg00425710",0.0585945355332357,0.0247764987572857,0.00322194484805261,4.01662704998297,0.000118825604160024,0.0327628015326556,1,"chr16",56672671,"+","II","MT1A","",NA,TRUE,"",""
"cg14254433",0.0644693153135254,0.0234902918017378,0.00331392739880043,4.01624304299749,0.000118990750983512,0.0327685874217096,1,"chr6",34482411,"+","I","PACSIN1","",TRUE,TRUE,"",""
"cg16505464",0.18112497122461,0.0311253638124393,0.0134582412505604,4.01620408320573,0.000119007518390114,0.0327685874217096,1,"chr13",37393242,"+","I","RFXAP","",NA,NA,"",""
"cg15824094",0.0485684452274811,0.0246113488809156,0.00330101338972317,4.01537174746567,0.000119366277878342,0.0328424414407428,1,"chr1",2429005,"-","I","PLCH2","",NA,NA,"",""
"cg24919753",0.111035741786411,0.0203898554849585,0.00648024473340343,4.01520788140203,0.000119437030588129,0.0328424414407428,1,"chr10",121138105,"-","I","GRK5","",NA,NA,"",""
"cg14076660",0.191859028859958,0.0305381126973027,0.0129434412273278,4.01422961473729,0.000119860254826674,0.032936578971572,1,"chr17",42441296,"+","I","FAM171A2","",NA,NA,"",""
"cg08522143",0.0989050501380289,0.0285092418910527,0.00728697903120365,4.01168403016386,0.000120968285506397,0.0332175147628392,1,"chr19",19844224,"-","II","ZNF14","",NA,NA,"",""
"cg17482114",0.114227376811131,0.0204543994193305,0.00623653909319462,4.01150690190481,0.000121045749097103,0.0332175147628392,1,"chr3",123103936,"+","I","ADCY5","",TRUE,NA,"",""
"cg06999084",0.0609671886052443,0.0253502295942394,0.00357023785851773,4.00953007426025,0.000121913506436659,0.0334331166833477,1,"chr16",88873729,"-","II","CDT1","",NA,NA,"",""
"cg22696252",0.149730578182641,0.022511819954064,0.00846379460532171,4.00834308934375,0.0001224374102422,0.0335316297138155,1,"chr3",97540975,"+","I","","",NA,NA,"",""
"cg03914284",0.0514761960287104,0.0226381578258029,0.00288575881111557,4.0072424501763,0.000122925129435451,0.0336425756965205,1,"chr17",4686232,"+","II","TM4SF5","",NA,NA,"",""
"cg11492403",0.0217499710192314,0.0240162414979132,0.00128089929957901,4.00651846821371,0.000123246956808711,0.0336982564000027,1,"chr17",41131552,"+","II","AARSD1","",NA,NA,"",""
"cg11492403",0.0217499710192314,0.0240162414979132,0.00128089929957901,4.00651846821371,0.000123246956808711,0.0336982564000027,1,"chr17",41131552,"+","II","RUNDC1","",NA,NA,"",""
"cg11959676",0.0337170247619793,0.0261035540428599,0.00190971972842197,4.00641262522552,0.000123294074113373,0.0336982564000027,1,"chr12",49719536,"-","II","TROAP","",NA,NA,"",""
"cg10092546",0.0257593304686603,0.0286776456872682,0.00139370568581867,4.00565050668672,0.000123633850191462,0.0337684592795582,1,"chr20",1099214,"+","I","PSMF1","",NA,NA,"",""
"cg00385063",0.0960833795736234,0.0285163948405108,0.00663455250858907,4.00447242981245,0.000124160838414532,0.0338896675581584,1,"chr21",34852302,"-","I","TMEM50B","",NA,NA,"",""
"cg05404618",0.192262047983363,0.0312233138125989,0.0147830922197256,4.00403634656259,0.000124356456172734,0.0339203265694845,1,"chr3",105587719,"+","I","CBLB","",NA,NA,"",""
"cg21079591",0.0988681953868484,0.0215976572054394,0.00565592783647762,4.0037931104743,0.00012446569494394,0.0339273989790263,1,"chr6",31510735,"+","II","BAT1","",NA,NA,"",""
"cg02939356",0.107066782447447,0.0350993657636316,0.00930433481771591,4.00341989819295,0.000124633485482156,0.0339504115459791,1,"chr3",46875760,"-","II","PRSS42","",NA,NA,"",""
"cg04392488",0.136194131995583,0.0235841756831938,0.00738719932667464,4.00299489979715,0.000124824822044838,0.0339798030443595,1,"chr1",3644226,"+","I","TP73","",NA,TRUE,"",""
"cg09184192",0.0985728063493855,0.0232307348328211,0.00542913247734988,4.00166754550312,0.000125424216896195,0.0341201626673503,1,"chr14",94492986,"+","I","OTUB2","",NA,NA,"",""
"cg23629913",0.105696821899074,0.026786958788209,0.00700391673632079,4.00142402757985,0.000125534481343254,0.034127361626641,1,"chr10",133769964,"-","II","PPP2R2D","",NA,NA,"",""
"cg25472897",0.19468493849341,0.0287754248678341,0.0153884293836154,4.00083604311405,0.000125801102354587,0.0341770291687687,1,"chr8",145560555,"-","I","SCRT1","",NA,NA,"",""
"cg07199894",0.0474915297291635,0.0233649683382722,0.00315967094222847,3.99938836163423,0.000126459865190436,0.0343218438194424,1,"chr12",132379104,"+","I","ULK1","",NA,NA,"",""
"cg07055259",0.131785311752225,0.0239249046355455,0.00764993945062143,3.99929447089445,0.00012650270373804,0.0343218438194424,1,"chr2",236300855,"+","I","","",NA,NA,"",""
"cg18472881",0.288290634046115,0.0231891255266771,0.0165591985893092,3.99651095925698,0.000127779038267,0.0346257736061531,1,"chr15",91473103,"-","II","UNC45A","",NA,NA,"Yes",""
"cg25344142",0.0748273815224632,0.0262309442585783,0.0048554203370306,3.99648071872272,0.00012779297204861,0.0346257736061531,1,"chr1",230882603,"+","II","CAPN9","",NA,NA,"",""
"cg11544529",0.0212146091378943,0.0246506316718103,0.00122965329849806,3.99616248044825,0.000127939693363799,0.0346424791656693,1,"chr2",27545924,"+","I","MPV17","",NA,NA,"",""
"cg01860805",0.0876423203166497,0.0247907912310616,0.0050183833869814,3.99480069441492,0.000128569358090497,0.0347694011657747,1,"chr5",180659749,"-","I","TRIM41","",NA,NA,"",""
"cg13863078",0.124176678530873,0.0228980971484697,0.00703864783253817,3.99477948018146,0.00012857919059146,0.0347694011657747,1,"chr4",177244109,"-","II","SPCS3","",NA,NA,"",""
"cg00786747",0.0260289721391962,0.0225127492243096,0.00138134403788794,3.99457202103984,0.000128675382959169,0.0347723235777537,1,"chr15",102042221,"+","I","","",TRUE,TRUE,"",""
"cg14502431",0.0792131364645146,0.0269431582738823,0.00550688092324363,3.99383872162431,0.000129015943619273,0.0348412346786846,1,"chr9",140937920,"-","II","CACNA1B","",NA,NA,"",""
"cg14207163",0.107772570272429,0.0292856942229011,0.00776657892097431,3.99197576188418,0.000129885029170822,0.0350526899698838,1,"chr1",150257423,"-","II","C1orf51","",NA,NA,"",""
"cg06084403",0.0495139853869992,0.0186425822222281,0.00282875126313075,3.98961161872906,0.000130995992130279,0.0353290985636602,1,"chr2",106498295,"+","II","NCK2","",NA,NA,"",""
"cg07330908",0.112259990839971,0.0253446388410001,0.00766049903083513,3.98797366255716,0.000131771032227898,0.0355146041929327,1,"chr3",5163890,"-","I","ARL8B","",NA,NA,"",""
"cg11144056",0.178876162627413,0.0306039249240154,0.0111548141546697,3.98690927643974,0.000132277024201819,0.0356273992149292,1,"chr17",1957410,"-","I","HIC1","",NA,NA,"",""
"cg09471833",0.0773901703373956,0.0264195749491718,0.00478222106079907,3.98566651832819,0.000132870164938691,0.0357635022074007,1,"chr3",113415618,"+","I","KIAA2018","",NA,NA,"",""
"cg01168649",0.0439733597527492,0.0276480039038407,0.00272616327133231,3.98543173026418,0.000132982509601797,0.0357700992026059,1,"chr22",31892074,"+","II","SFI1","",NA,NA,"",""
"cg09723533",0.155831724555873,0.0280087859764426,0.00909928404430676,3.98474177132178,0.000133313177201063,0.0358353739911142,1,"chr3",128968410,"-","I","COPG","",NA,NA,"",""
"cg24828071",0.0497636004154766,0.0232171223417007,0.00270688246837706,3.98413662341032,0.000133603846248966,0.0358898179091526,1,"chr12",123128962,"+","I","","",NA,NA,"",""
"cg02045259",0.0997226595880317,0.0220013719163615,0.00567130809270805,3.98365721556693,0.000133834549456767,0.0359280921261195,1,"chr10",43572467,"+","I","RET","",NA,NA,"",""
"cg18552413",0.0296824855666347,0.0297939888558224,0.00142241660441724,3.98335687146545,0.000133979276871228,0.0359432507854517,1,"chr1",159174610,"-","II","DARC","",NA,NA,"",""
"cg10628276",0.105128298075863,0.0271265982833112,0.00679238878320472,3.98299767720738,0.000134152559237309,0.0359660450140625,1,"chr19",52430632,"-","I","ZNF613","",NA,NA,"",""
"cg27175112",0.0454893875199842,0.0244152024057249,0.00254099100730905,3.9818678600803,0.000134699004821016,0.0360887877778391,1,"chr2",11515031,"-","II","","",NA,TRUE,"",""
"cg22677723",0.014493124743023,0.0275073673327784,0.00103955503002618,3.98038273309419,0.000135420540412316,0.0362582487166679,1,"chr22",20229013,"-","I","RTN4R","",NA,NA,"",""
"cg22860775",0.117351188511639,0.0275302269849492,0.00757753638732757,3.97923700146813,0.000135979709996788,0.0363840427587397,1,"chr1",26488712,"+","II","GRRP1","",NA,TRUE,"",""
"cg26297203",0.0544455619506405,0.0213059883380078,0.00309146830933389,3.97899567600282,0.000136097769301236,0.0363917213841134,1,"chr2",52796128,"+","II","","",NA,NA,"",""
"cg13486410",0.0934572492349476,0.0256609089285459,0.00636446213674493,3.97769705266215,0.000136734757530733,0.036538057343552,1,"chr4",121992554,"-","I","C4orf31","DMR",TRUE,TRUE,"",""
"cg15991309",0.0657411537619181,0.0298803765836094,0.0050105884211983,3.97741536058812,0.000136873306503248,0.0365510965335667,1,"chr17",80291688,"+","II","SECTM1","",TRUE,NA,"",""
"cg25937494",0.173596012335066,0.0300389271895728,0.0127154396152264,3.97692834303096,0.000137113160880413,0.0365911538336175,1,"chr22",42228971,"+","I","SREBF2","",NA,NA,"",""
"cg17061595",0.0357001096028603,0.0235576973206294,0.00181963140285035,3.97570695261175,0.000137716461865116,0.0367280875222081,1,"chr4",1245206,"+","II","C4orf42","",NA,NA,"",""
"cg03480206",0.12175538805045,0.0268558839586458,0.00703339355347479,3.97425936698689,0.000138434780835907,0.0368954964544474,1,"chr14",24914181,"+","II","","",NA,NA,"",""
"cg03945777",0.0682778513565568,0.0319035798356939,0.005760895326205,3.97247513238432,0.000139325085038453,0.0371084937581065,1,"chr7",157514049,"+","I","PTPRN2","",NA,NA,"Yes",""
"cg12964970",0.0699229790486377,0.0255458137696754,0.00375638478567352,3.97166531907215,0.000139730974066157,0.0371922755618796,1,"chr2",85944510,"-","II","","",TRUE,NA,"",""
"cg19519626",0.152028492213619,0.0322723227720855,0.00995360003408,3.9710444374443,0.000140042934107495,0.037250963114873,1,"chr19",36344293,"-","II","NPHS1","",NA,NA,"",""
"cg26947448",0.0615022099743649,0.0218396827404992,0.00352624240706259,3.97018090143832,0.000140477923283781,0.0373245868874116,1,"chr14",90091931,"+","I","","",NA,NA,"",""
"cg16707262",0.0474249205074221,0.0304921828632255,0.00284489095366767,3.97013115132114,0.000140503023267309,0.0373245868874116,1,"chr6",30164282,"+","II","TRIM26","",NA,NA,"",""
"cg02802514",0.0358259630961327,0.0343456606914258,0.0030126170632007,3.97113460315012,0.000140773631807968,0.0373720955613485,1,"chr6",33173134,"-","II","HSD17B8","",NA,NA,"",""
"cg07478122",0.0660751375488926,0.0265767895248884,0.00464073378651653,3.96890904618977,0.000141120950224954,0.037439893739779,1,"chr15",25230421,"+","II","PAR5","",NA,NA,"",""
"cg23232615",0.110742134864602,0.030930811225522,0.0072692859024086,3.96683439454403,0.000142175904331997,0.0376952196979603,1,"chr10",31608212,"-","I","ZEB1","DMR",NA,TRUE,"",""
"cg23232615",0.110742134864602,0.030930811225522,0.0072692859024086,3.96683439454403,0.000142175904331997,0.0376952196979603,1,"chr10",31608212,"-","I","LOC220930","DMR",NA,TRUE,"",""
"cg02219116",0.0936424395577796,0.0303526542173725,0.00780919539539596,3.9665024968737,0.000142345371846791,0.0377155963410925,1,"chr9",140173956,"-","II","C9orf167","",NA,NA,"",""
"cg25876975",0.0932472236161119,0.0321531287172168,0.00674042177666275,3.96621593263912,0.000142491847486146,0.037729858557936,1,"chr15",77363192,"+","I","TSPAN3","",NA,NA,"",""
"cg20014094",0.0149962906992369,0.0277823734981322,0.000843615966074206,3.96499293065042,0.000143118600437494,0.0378688361216846,1,"chr1",16053725,"+","I","PLEKHM2","",NA,NA,"",""
"cg16927872",0.0695338557113928,0.0244124635637335,0.00468726401966133,3.9648292296174,0.000143202692330572,0.0378688361216846,1,"chr22",50683669,"-","I","HDAC10","",NA,NA,"",""
"cg16927872",0.0695338557113928,0.0244124635637335,0.00468726401966133,3.9648292296174,0.000143202692330572,0.0378688361216846,1,"chr22",50683669,"-","I","TUBGCP6","",NA,NA,"",""
"cg23438505",0.169269983923182,0.0280028067091453,0.0115007444527788,3.96444628525132,0.000143399592416127,0.0378962968300689,1,"chr17",78489298,"-","I","","",NA,NA,"",""
"cg16362480",0.0308865313664249,0.0305530917359273,0.00272721165230871,3.96704069488776,0.000143920859436171,0.0380028299267008,1,"chr16",30077084,"+","I","ALDOA","",NA,NA,"",""
"cg27000449",0.0824796216725217,0.0212809075847657,0.00407918399410922,3.96330228952463,0.000143989349247495,0.0380028299267008,1,"chr7",2354192,"+","I","SNX8","",NA,NA,"",""
"cg24148474",0.258780005063034,0.0268239078148671,0.0186332711081744,3.96263331798212,0.000144335294329678,0.0380694621749433,1,"chr18",77748707,"-","I","TXNL4A","",NA,NA,"",""
"cg25182501",0.0460214477373396,0.0214339162044837,0.00246821333421783,3.96243164957862,0.000144439738946659,0.0380723519277517,1,"chr2",74747143,"-","II","DQX1","",NA,NA,"",""
"cg21633795",0.156644386031935,0.0203366461066429,0.00851334199661501,3.9605402591342,0.000145422820531356,0.0383066849003946,1,"chr20",52824352,"+","I","PFDN4","",NA,NA,"",""
"cg17192381",0.0512900571295888,0.0260682986333341,0.00261131292191475,3.96014194851596,0.000145630663431244,0.038336636720364,1,"chr18",60792598,"+","II","BCL2","",NA,NA,"",""
"cg26786253",0.0957986951276968,0.0243793775606703,0.00503817143535881,3.95884176300791,0.000146311094200018,0.0384908761712593,1,"chr17",3960466,"+","I","ZZEF1","",NA,NA,"",""
"cg23709988",0.130890353100707,0.0304646898127257,0.0100918222921586,3.95863856522843,0.000146417708822976,0.0384940569133491,1,"chr14",23772096,"+","I","PPP1R3E","",NA,NA,"",""
"cg02988254",0.0987438508583194,0.0228300165122963,0.00556775468651097,3.95636331594143,0.000147616581707769,0.0387842092588734,1,"chr2",88991205,"-","I","RPIA","",NA,NA,"",""
"cg25970454",0.198806993258605,0.0244215462465543,0.0134071399764379,3.95614789496836,0.000147730576518987,0.0387891345661952,1,"chr12",76957699,"-","II","","",NA,NA,"",""
"cg07749943",0.0213936619670481,0.0214724594700401,0.0012651049492136,3.95589497510797,0.000147864522167794,0.0387992885774063,1,"chr4",3468188,"+","I","DOK7","DMR",NA,TRUE,"",""
"cg23046154",0.0834460688257063,0.034745174745941,0.00714480979010994,3.95427490622205,0.000148725265245878,0.0390000165769457,1,"chr13",25879162,"+","II","NUPL1","",NA,NA,"",""
"cg08433492",0.0293027238172995,0.01670394231449,0.00132551017528991,3.95364733640809,0.000149059979355675,0.0390482405127063,1,"chr5",172673299,"+","II","","",TRUE,NA,"",""
"cg14940898",0.127703976160361,0.0244869382634818,0.00777071040872427,3.9535706389046,0.000149100935311666,0.0390482405127063,1,"chr6",50678484,"+","II","","",TRUE,NA,"",""
"cg05465885",0.0613823051354766,0.0242801210693208,0.00420940224264216,3.95303938610964,0.000149384916377201,0.0390974696210589,1,"chr4",184318274,"+","II","","",NA,NA,"",""
"cg00301679",0.0570790946134189,0.019929595976263,0.00294128091669424,3.95189277590997,0.000149999600813401,0.0392331325850033,1,"chr7",150817013,"+","II","AGAP3","",NA,NA,"",""
"cg18949409",0.119930323294065,0.0286586546848574,0.00697192554979259,3.95160745353894,0.000150152934283179,0.0392480302377511,1,"chr2",197036502,"-","I","STK17B","",NA,NA,"",""
"cg08704611",0.21748787434443,0.0242093763926701,0.0120153233246718,3.95112663748548,0.000150411666120114,0.0392904408739071,1,"chr17",80376099,"+","I","HEXDC","",NA,NA,"",""
"cg08704611",0.21748787434443,0.0242093763926701,0.0120153233246718,3.95112663748548,0.000150411666120114,0.0392904408739071,1,"chr17",80376099,"+","I","C17orf101","",NA,NA,"",""
"cg10703813",0.212985477245424,0.0303075879297972,0.017589497386553,3.95014101145991,0.000150943374667519,0.0394040582326764,1,"chr1",29214067,"+","I","EPB41","",TRUE,NA,"",""
"cg22885068",0.0117274326325042,0.0265842458517689,0.000828899352687875,3.94936848007153,0.000151361382749898,0.0394878673109873,1,"chr8",144069457,"-","I","LOC100133669","",NA,NA,"",""
"cg05596468",0.143681927642038,0.0308839802719405,0.00990448726305197,3.94904374689224,0.000151537422519342,0.0394991662161198,1,"chr8",1885915,"-","I","ARHGEF10","",NA,NA,"",""
"cg05393733",0.039440205411836,0.0304839967311344,0.00292342716916181,3.9489308380329,0.000151598676940178,0.0394991662161198,1,"chr16",87877300,"-","I","SLC7A5","",TRUE,NA,"",""
"cg01333242",0.0571793305420098,0.0228482980269663,0.00285338268600267,3.94808513017609,0.000152058237174796,0.0395935732514712,1,"chr13",30740197,"+","II","","",TRUE,NA,"",""
"cg03125124",0.044907739222442,0.0273781346134094,0.00272180142520482,3.94765437971328,0.000152292820096005,0.0396293165167521,1,"chr16",88765219,"+","II","RNF166","",NA,NA,"",""
"cg13855674",0.0269819360677962,0.0301647300306495,0.00168779559661009,3.94737176799876,0.000152446915931009,0.0396440833273691,1,"chr2",32853033,"-","II","TTC27","",NA,NA,"",""
"cg27282281",0.155607553574109,0.0304466952365148,0.0122632125550261,3.94677033999848,0.000152775344822205,0.0397041379711165,1,"chr7",112262583,"-","II","","",NA,NA,"",""
"cg10985576",0.0455737010525573,0.0261733924674405,0.00274416212480899,3.94620603972205,0.000153084114123827,0.0397590100254473,1,"chr20",44441519,"-","II","UBE2C","",NA,NA,"",""
"cg06049736",0.190507418732671,0.0258073151888193,0.0118622430948472,3.9457229073102,0.00015334894473736,0.0398024076505972,1,"chr18",77154422,"+","I","NFATC1","",NA,NA,"",""
"cg11264392",0.0154725940275317,0.0257641226029379,0.0010509115362256,3.94545498920988,0.00015349599370293,0.0398151987080094,1,"chr19",15564092,"-","I","RASAL3","",NA,NA,"",""
"cg22225886",0.0522213621220873,0.0237273642404112,0.00283602455888373,3.94519577594967,0.000153638393281238,0.0398267682484051,1,"chr8",102074434,"-","II","","",TRUE,NA,"",""
"cg19424343",0.111527983281586,0.023694119938753,0.00670710586340346,3.94497249296276,0.000153761155722657,0.0398332358890907,1,"chr3",16306684,"-","I","DPH3","",NA,NA,"",""
"cg19424343",0.111527983281586,0.023694119938753,0.00670710586340346,3.94497249296276,0.000153761155722657,0.0398332358890907,1,"chr3",16306684,"-","I","OXNAD1","",NA,NA,"",""
"cg02610507",0.18850561118994,0.0234154323096955,0.0100400089987915,3.94455763415491,0.000153989496886784,0.0398670290538276,1,"chr8",145911260,"+","I","","",NA,NA,"",""
"cg01242309",0.123878765850402,0.0264813061189502,0.00830458021022848,3.94230612176648,0.000155234411030716,0.0401637971934941,1,"chr20",325016,"+","II","","",NA,NA,"",""
