"chr","start","end","width","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea","gene_id","gene_symbol","gene_start","gene_end","gene_width","DMB_Overlap"
"chr5",77146999,77147141,142,0.00726592963468839,0.0145318592693768,108570,117984,117985,2,11,0.309469200680353,1,0.331930382913036,1,NA,NA,NA,NA,NA,"No"
"chr22",37976631,37976725,94,-0.00726234029219111,0.0145246805843822,89032,403539,403540,2,8,0.309822717505753,1,0.332212434072924,1,NA,NA,NA,NA,NA,"No"
"chr10",102891076,102891080,4,0.00725130880514204,0.0145026176102841,19486,226410,226411,2,20,0.310892796737354,1,0.33302047253098,1,"3195","TLX1",102891061,102897546,6486,"No"
"chr6",29629986,29629988,2,0.0072457898868035,0.014491579773607,115692,137345,137346,2,9,0.311413066782282,1,0.333425444635549,1,NA,NA,NA,NA,NA,"No"
"chr13",112759355,112759386,31,0.00724039098388418,0.0144807819677684,41217,289243,289244,2,23,0.311938101204911,1,0.333832322491198,1,NA,NA,NA,NA,NA,"No"
"chr10",92617562,92617735,173,-0.007221216038675,0.01444243207735,18770,224143,224144,2,9,0.313716166962852,1,0.335173018376205,1,"3363","HTR7",92500576,92617671,117096,"No"
"chr7",97361252,97361408,156,0.00719401562433546,0.0143880312486709,126966,175824,175825,2,15,0.316177444483089,1,0.337101638469491,1,"6863","TAC1",97361271,97369784,8514,"No"
"chr11",637032,637035,3,0.00717756044100708,0.0143551208820142,21914,234640,234641,2,22,0.317668694703441,1,0.338296544396854,1,NA,NA,NA,NA,NA,"No"
"chr8",144679651,144679810,159,-0.00715723453143007,0.0143144690628601,137214,203217,203218,2,17,0.319516320375814,1,0.339758255475461,1,"1936","EEF1D",144661867,144679845,17979,"No"
"chr11",43597492,43597542,50,0.00713754992048621,0.0142750998409724,24383,242362,242363,2,47,0.321149549051651,1,0.341085611102906,1,NA,NA,NA,NA,NA,"No"
"chr19",3822126,3822189,63,0.00713514012101723,0.0142702802420345,67052,368350,368351,2,8,0.321356323043866,1,0.341254270073514,1,"23217","ZFR2",3804022,3869027,65006,"No"
"chr10",79686680,79686682,2,-0.00709704924942501,0.01419409849885,18143,222749,222750,2,14,0.324320718849308,1,0.34370697171389,1,"100128292","DLG5-AS1",79686570,79689583,3014,"No"
"chr15",93580312,93580327,15,0.00708788191181441,0.0141757638236288,50783,315731,315732,2,8,0.325013459367005,1,0.344328246566075,1,NA,NA,NA,NA,NA,"No"
"chr7",27167315,27167364,49,-0.00707719484524286,0.0141543896904857,124087,168443,168444,2,34,0.325769089670353,1,0.344958097298121,1,NA,NA,NA,NA,NA,"No"
"chr12",3862221,3862225,4,0.00703903299398009,0.0140780659879602,30685,260363,260364,2,15,0.328404743414439,1,0.34725548022545,1,"84766","CRACR2A",3716318,3862366,146049,"No"
"chr4",3372915,3373006,91,0.00701909652104529,0.0140381930420906,99614,95056,95057,2,23,0.329578686079918,1,0.348345569843395,1,"6002","RGS12",3294755,3441640,146886,"No"
"chr19",47249198,47249203,5,-0.00701188567287375,0.0140237713457475,70760,381705,381706,2,10,0.330056076725538,1,0.348781033965249,1,"29888","STRN4",47222768,47250251,27484,"No"
"chr11",120039793,120039917,124,-0.00701098060972776,0.0140219612194555,29122,256570,256571,2,14,0.330098003249306,1,0.348824866240096,1,NA,NA,NA,NA,NA,"No"
"chr22",50609135,50609143,8,-0.00699863622152984,0.0139972724430597,90055,406774,406775,2,18,0.330780262136061,1,0.349446141092281,1,NA,NA,NA,NA,NA,"No"
"chr5",52284781,52284785,4,0.00699534427026758,0.0139906885405352,107546,115531,115532,2,8,0.330954638359911,1,0.349610035685189,1,NA,NA,NA,NA,NA,"No"
"chr1",154297836,154297848,12,-0.00699479922748298,0.013989598454966,8995,26848,26849,2,23,0.330983224626115,1,0.349635763324773,1,NA,NA,NA,NA,NA,"No"
"chr10",18429691,18429703,12,0.00698682048236841,0.0139736409647368,15549,216576,216577,2,11,0.331413924370268,1,0.350064557317846,1,"783","CACNB2",18429606,18830688,401083,"No"
"chr12",71833833,71833838,5,0.0069820253644635,0.013964050728927,34145,270365,270366,2,18,0.331674059392732,1,0.350300870451806,1,"7103","TSPAN8",71518877,71835678,316802,"No"
"chr12",71833833,71833838,5,0.0069820253644635,0.013964050728927,34145,270365,270366,2,18,0.331674059392732,1,0.350300870451806,1,"8549","LGR5",71833550,71980088,146539,"No"
"chr1",241520286,241520311,25,0.00697094276502574,0.0139418855300515,13846,39558,39559,2,11,0.332207669695223,1,0.350810658865792,1,"6000","RGS7",240931554,241520478,588925,"Yes"
"chr6",108279489,108279494,5,-0.00696383761250752,0.013927675225015,118985,153414,153415,2,9,0.332510684116994,1,0.351138448051608,1,NA,NA,NA,NA,NA,"No"
"chr10",70320734,70321243,509,0.0069504319451372,0.0139008638902744,17395,220926,220927,2,21,0.333081456565551,1,0.351774016036895,1,"80312","TET1",70320117,70454239,134123,"No"
"chr19",44325004,44325008,4,-0.00692997106657323,0.0138599421331465,70402,380342,380343,2,10,0.333798018971752,1,0.352556326855368,1,NA,NA,NA,NA,NA,"No"
"chr14",45366564,45366798,234,0.00689159148484999,0.0137831829697,42469,293864,293865,2,11,0.334634643696014,1,0.353666426859656,1,"122525","C14orf28",45366507,45376460,9954,"No"
